,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,color_0,color_1,color_2,color_3,color_4,color_5,color_6,color_7,color_8,color_9,color_10,color_11,color_12,color_13,color_14,color_15,color_16,color_17,color_18,color_19,color_20,color_21,color_22,color_23,color_24,color_25,color_26,color_27,color_28,color_29,color_30,color_31,color_32,color_33,color_34,color_35,color_36,color_37,color_38,color_39,color_40,color_41,color_42,color_43,color_44,color_45,color_46,color_47,color_48,color_49,color_50,color_51,color_52,color_53,color_54,color_55,color_56,color_57,color_58,color_59,color_60,color_61,color_62,color_63,color_64,color_65,color_66,color_67,color_68,color_69,color_70,color_71,color_72,color_73,color_74,color_75,color_76,color_77,color_78,color_79,color_80
47,-796,-24480,-9,-24480,-24480,-24269,-24059,-24480,-24480,-24059,-23851,-24906,-25559,-25340,-24692,-23645,-24480,-24480,5,-24480,-137,-26002,-24906,-23440,-24692,-24059,-23851,-24059,-24480,-24269,-24906,-26679,-20549,-24269,-24059,-24480,-23645,-24059,-23237,-24480,-26002,-24059,-24269,-24059,-24059,-24059,-24059,-24059,-26226,-26002,-23036,-24480,-24059,-24059,-24059,-24059,-24059,-27606,-24059,-22835,-24480,-24059,-24480,-24059,-24059,-24059,-27139,-24269,-23440,-24059,-24480,-24059,-24059,-24059,-24480,-23645,-20549,-14301,-23440,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
48,-413,-24480,-9214,-24269,-24906,-24480,-24059,-24480,-24480,-24059,-24059,-24480,-25340,-24906,-24692,-24059,-24269,-24480,-283,-24480,-145,-26226,-25340,-23645,-24269,-24059,-23851,-24059,-24480,-24059,-25779,-26679,-20189,-23851,-24059,-24480,-23645,-24059,-23237,-24480,-26452,-24059,-24059,-24059,-24059,-24059,-24059,-24269,-25779,-26226,-22637,-24480,-24059,-23851,-24059,-24059,-24059,-27606,-24059,-21101,-24480,-24059,-24480,-23851,-24059,-24059,-27139,-24059,-22637,-24059,-24480,-24059,-24059,-24059,-24480,-23645,-20189,-15398,-20189,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
49,-119,-24480,-9583,-24480,-24480,-24269,-24059,-24480,-24480,-24059,-24059,-23036,-24906,-24269,-24480,-23851,-24059,-24480,-112,-24480,-189,-25340,-25559,-23237,-24906,-24059,-23645,-24059,-24480,-24059,-25340,-27372,-21857,-24480,-24059,-24480,-23645,-24059,-23645,-24906,-25340,-23645,-24269,-24059,-24059,-24059,-24059,-24480,-24906,-24059,-23440,-24480,-24059,-24059,-24059,-24059,-23645,-26226,-23237,-23036,-24480,-24059,-24480,-24059,-24059,-23645,-26002,-23440,-23237,-24059,-24480,-24059,-24059,-24059,-24480,-22050,-19483,-16871,-23645,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
50,-26,-24480,4,-24269,-24692,-24269,-24059,-24480,-24480,-23851,-24059,-24480,-24692,-24906,-24480,-23645,-24059,-24480,-12,-24692,-108,-25779,-24692,-23645,-24906,-24059,-23645,-24059,-24480,-24269,-24480,-26226,-21288,-24480,-24059,-24480,-23645,-24059,-24059,-24692,-25340,-24059,-24059,-24059,-24059,-24059,-23645,-24480,-25559,-25122,-23645,-24480,-24059,-24059,-24059,-24059,-24269,-26679,-23851,-22637,-24480,-24059,-24480,-23645,-24059,-24059,-26452,-24269,-23237,-24059,-24480,-24059,-24059,-24059,-24480,-24480,-20732,-17336,-22637,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
51,-3272,-24269,-1168,-24059,-26002,-24269,-23645,-24480,-24480,-24059,-24059,-24692,-24692,-24906,-24480,-23645,-23851,-24480,5,-24480,-71,-26002,-24480,-23440,-24480,-22835,-23645,-24059,-24480,-24059,-23440,-26226,-20010,-23440,-23036,-24692,-23645,-24059,-24059,-24269,-25340,-24480,-22835,-24059,-24059,-24059,-23851,-24059,-25779,-25779,-23237,-23851,-24059,-24059,-24059,-24059,-24059,-26452,-24692,-19833,-24059,-24059,-24480,-23645,-24059,-24059,-26226,-25122,-22244,-23645,-24480,-24059,-24059,-24059,-24059,-24480,-20732,-14038,-16268,-23851,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
52,-641,-24906,-145,-23851,-24480,-24059,-24059,-24480,-24480,-23851,-23851,-24692,-26226,-24692,-24480,-23645,-24059,-24480,-578,-24692,-145,-26226,-24906,-24480,-24906,-24059,-23645,-24480,-21101,-24059,-25122,-25559,-24059,-24480,-24059,-24480,-24059,-23851,-24059,-24906,-23237,-24059,-24059,-24059,-23851,-24059,-24269,-22440,-24906,-23851,-24059,-24480,-24059,-24059,-24059,-24480,-23036,-25340,-23036,-23237,-24480,-24059,-24480,-23645,-23645,-23237,-25122,-23036,-24059,-24059,-24480,-24059,-24059,-24059,-25340,-21477,-18465,-17180,-23645,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
53,-475,-24059,3,-24059,-24059,-24059,-24059,-24480,-24480,-23645,-23851,-24480,-24480,-24059,-24480,-23645,-24059,-24059,-1007,-24059,-196,-24906,-24059,-24480,-24906,-24059,-23645,-24059,-24480,-24269,-24059,-25779,-24059,-24480,-24059,-24480,-23645,-24059,-24059,-24480,-24269,-24059,-24059,-24059,-24059,-24059,-23645,-24059,-25340,-25340,-23851,-24480,-24059,-24059,-24059,-24059,-24059,-25340,-24480,-22637,-24480,-24059,-24480,-23645,-24059,-24059,-25122,-24906,-24269,-24059,-24480,-24059,-24059,-24059,-24059,-24692,-24692,-24480,-23645,-24059,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
54,-440,-24059,4,-24059,-25340,-24059,-22244,-23851,-24480,-23645,-23645,-24480,-24480,-24480,-24269,-23237,-23237,-24059,5,-24059,-80,-24059,-24480,-22835,-24480,-22050,-23645,-24059,-24480,-24059,-21857,-26226,-20368,-22050,-21666,-24906,-23645,-24059,-24059,-24480,-25122,-24906,-21477,-24059,-24059,-24059,-23645,-24059,-26002,-25779,-23036,-22835,-23851,-24059,-23851,-23645,-23645,-25559,-24906,-17494,-22835,-24059,-24480,-23645,-24059,-24059,-25340,-24906,-22440,-23036,-24480,-24059,-23851,-23645,-24059,-24480,-24692,-17025,-11516,-22637,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
55,-15,-24059,4,-24059,-25122,-23851,-23440,-24480,-24480,-23645,-23645,-24480,-24059,-24906,-24480,-23440,-24059,-24269,0,-24059,-18,-25779,-24480,-23440,-24692,-23851,-23645,-24059,-24480,-24059,-24059,-26226,-20916,-24269,-24059,-24480,-23645,-24059,-23645,-24059,-25122,-24269,-23851,-24059,-24059,-24059,-23645,-24059,-26002,-25122,-23036,-24269,-23851,-24059,-23645,-23645,-23851,-26679,-24059,-21288,-24269,-24059,-24480,-23645,-24059,-24059,-26226,-24269,-22835,-24059,-24480,-24059,-23851,-23645,-24269,-24906,-24059,-16417,-20732,-24059,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
56,-18,-24480,5,-24269,-24480,-24059,-24059,-24480,-24480,-24059,-23645,-24480,-25779,-24906,-24480,-23645,-24059,-24480,-406,-24059,0,-25779,-24906,-23440,-24906,-24059,-23645,-24059,-23237,-24059,-25122,-26002,-22440,-24480,-23851,-24480,-23645,-24480,-23440,-24692,-24059,-24059,-24059,-24059,-24059,-24059,-23851,-23440,-25122,-23851,-23440,-24480,-23645,-24059,-23645,-23645,-23440,-26002,-23440,-22835,-24480,-24059,-24480,-23645,-24059,-23645,-25779,-23440,-23237,-24059,-24480,-24059,-23851,-23645,-24480,-25340,-22440,-11190,-22637,-24059,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
57,-196,-24059,5,-24059,-25340,-23645,-22637,-24480,-24480,-23645,-23645,-24480,-23645,-24480,-24059,-23036,-24059,-24059,5,-24059,-182,-24480,-24059,-22637,-24059,-20549,-23645,-24059,-24480,-24059,-21101,-26226,-20368,-22050,-17336,-24692,-23645,-24059,-24059,-24480,-24059,-24480,-20549,-23237,-23645,-24059,-23645,-24059,-24906,-25779,-22835,-21477,-23645,-24059,-23645,-23645,-23645,-24269,-24480,-18136,-20916,-23036,-24059,-23645,-24059,-24059,-24269,-24480,-23237,-21857,-24269,-24059,-23645,-23645,-24059,-24059,-24480,-12663,-6474,-16567,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
58,-4665,-24059,5,-24059,-25340,-24059,-23645,-24480,-24480,-23645,-23645,-24692,-24480,-24906,-24480,-23645,-24059,-24059,-7029,-24059,-140,-26226,-24059,-23237,-24692,-23851,-23645,-24059,-24480,-24059,-24692,-26226,-21101,-23440,-23440,-24480,-23645,-24059,-24059,-24692,-24692,-24269,-23440,-24059,-23851,-24059,-23645,-24059,-25779,-25340,-23237,-24059,-23645,-24059,-23645,-23851,-23851,-25559,-24059,-20010,-23645,-23851,-24480,-23645,-23645,-24059,-25340,-24480,-23036,-23645,-24480,-24059,-23645,-23645,-24269,-24480,-24269,-14569,-17336,-23440,-23851,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
59,-235,-24059,-8,-24059,-25559,-24059,-22050,-18300,-24480,-23645,-23645,-24480,-24059,-24906,-24059,-22835,-22637,-24059,-1152,-24059,-239,-24692,-24480,-22835,-24059,-20916,-23645,-24059,-24480,-24059,-20916,-26679,-20916,-21857,-20010,-24480,-23645,-24059,-24059,-24906,-24692,-24906,-20368,-23645,-23851,-24059,-23645,-24059,-25559,-25559,-23237,-21857,-23645,-24059,-23645,-23645,-23645,-24480,-24480,-17812,-21101,-23237,-24059,-23645,-23645,-24059,-24480,-24480,-22835,-21666,-24269,-24059,-23645,-23645,-24059,-24059,-24480,-13651,-6816,-16120,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
60,-994,-24059,-1,-24059,-25559,-24059,-22637,-22050,-24480,-23645,-23645,-24480,-24692,-24480,-24059,-23237,-23036,-24059,-38,-24059,-269,-26226,-24480,-23036,-24059,-21288,-23645,-24059,-24480,-24059,-21857,-26226,-20368,-21666,-20368,-24480,-23645,-24059,-24059,-24480,-25122,-24906,-20549,-23645,-23851,-24059,-23645,-24059,-25779,-25559,-23237,-22440,-23645,-24059,-23645,-23645,-23645,-24906,-24906,-17812,-21857,-23645,-24059,-23645,-23645,-24059,-24906,-24692,-22835,-22440,-24480,-24059,-23645,-23645,-24059,-24480,-24480,-12078,-8598,-20010,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
61,-19,-24059,8,-23851,-24059,-24059,-24059,-24480,-24480,-23645,-23645,-24480,-24059,-24269,-24480,-23645,-24059,-24059,2,-24059,-73,-24692,-24059,-24480,-24906,-23645,-23645,-24059,-24480,-24059,-24059,-25559,-22440,-24480,-23645,-24480,-23645,-24059,-24059,-24059,-24269,-24059,-24059,-23851,-24059,-24059,-23645,-24059,-24906,-24692,-23645,-24480,-23645,-24059,-23645,-23645,-23645,-24480,-23851,-22835,-24269,-24059,-24480,-23645,-23851,-24059,-24480,-24480,-24059,-23851,-24480,-24059,-23645,-23645,-24059,-24269,-24269,-24269,-23645,-24059,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
62,5,-24059,-7,-23645,-24059,-24059,-24059,-24480,-24480,-23645,-23645,-24480,-24269,-24059,-24480,-23645,-24059,-24269,-23851,-25122,-8017,-24906,-24059,-24480,-24906,-23645,-23645,-24906,-24480,-24269,-24480,-25340,-23645,-24480,-23645,-24480,-25340,-24906,-24059,-24269,-23645,-24059,-24059,-23645,-24059,-26452,-24059,-24059,-24059,-24059,-23645,-24480,-23645,-24059,-25779,-24906,-23645,-23851,-23645,-22835,-24480,-24059,-24480,-24480,-24059,-23645,-24059,-24059,-24059,-24059,-24480,-24059,-24906,-25122,-25340,-24480,-24059,-24480,-23645,-24059,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
63,-313,-24059,-163,-24480,-24906,-24059,-24059,-24480,-24480,-23645,-23645,-24480,-25122,-24906,-24906,-22440,-24059,-24059,-41,-24059,-47,-26452,-24906,-23440,-23645,-23645,-23645,-24059,-24480,-24269,-25559,-26679,-19483,-23036,-23645,-24480,-23645,-24059,-23036,-24480,-26452,-24059,-24059,-23645,-24059,-24059,-23645,-24059,-26002,-26226,-22050,-24269,-23645,-23645,-23645,-23645,-24059,-27372,-24059,-20916,-24059,-24059,-24480,-23645,-23645,-24059,-27139,-24059,-22835,-23851,-24480,-24059,-23645,-23645,-24059,-25340,-23237,-17336,-20010,-24059,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
64,5,-24059,0,-24269,-24906,-23237,-24059,-24480,-24480,-23645,-23645,-24480,-24906,-24906,-24059,-23851,-24059,-24059,-1367,-24059,-39,-26679,-24906,-23237,-23645,-23645,-23645,-24059,-24480,-24269,-24692,-26679,-20368,-22244,-23645,-24480,-23645,-23645,-23237,-24692,-26452,-24692,-23237,-23645,-24059,-24059,-23645,-24059,-26002,-26226,-22244,-23851,-23645,-23645,-23645,-23645,-23645,-26679,-24480,-17974,-23645,-23645,-24480,-23645,-23645,-24059,-26226,-24480,-22244,-23645,-24480,-23851,-23645,-23645,-24059,-24906,-24059,-14169,-13149,-23645,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
65,-265,-24059,-2476,-23851,-24059,-24059,-24059,-24480,-24480,-23645,-23645,-24480,-24906,-24692,-24480,-23645,-24059,-24269,-99,-24059,-64,-25779,-24059,-24480,-24906,-23645,-23645,-24059,-24059,-24059,-24906,-25340,-23645,-24480,-23645,-24480,-23851,-24692,-24059,-25122,-23645,-24059,-24059,-23645,-23851,-24059,-23645,-23440,-26226,-24480,-23645,-24480,-23645,-24059,-23645,-24059,-23645,-26908,-23237,-22835,-24269,-23851,-24480,-23440,-23645,-23645,-26679,-23645,-24059,-23645,-24480,-23645,-23851,-23645,-24692,-25340,-22440,-20549,-23645,-24059,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
66,-614,-24059,-623,-23851,-24059,-24059,-24059,-24480,-24480,-23645,-23645,-24480,-24906,-24906,-24059,-23645,-24059,-24059,-2,-24059,-43,-25559,-24480,-24480,-24269,-23645,-23645,-24059,-24480,-24269,-24480,-26002,-22244,-23645,-23645,-24480,-23645,-23645,-23851,-24692,-24906,-24269,-23851,-23645,-24059,-24059,-23645,-24059,-26226,-25122,-23036,-24269,-23645,-23851,-23645,-23645,-23851,-26908,-24059,-20732,-24059,-23851,-24480,-23645,-23645,-24059,-26226,-24269,-23440,-23645,-24480,-23645,-23645,-23645,-24059,-24692,-23645,-18968,-18799,-23851,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
67,-1367,-24059,-23,-24906,-24692,-23440,-23851,-24480,-24480,-23645,-23645,-24480,-26002,-24906,-24059,-23645,-24059,-24059,5,-24059,-537,-26226,-24906,-23440,-24059,-23645,-23645,-24059,-24269,-24480,-25122,-27139,-20189,-23645,-23645,-24480,-23645,-23851,-23237,-24692,-26452,-23645,-23851,-23645,-24059,-24059,-23645,-24059,-26226,-25779,-22440,-24059,-23645,-23851,-23645,-23645,-23645,-26908,-23645,-19138,-24059,-24059,-24480,-23645,-23645,-24059,-26452,-24269,-22440,-24059,-24480,-23645,-23645,-23645,-24059,-25122,-23036,-12426,-12309,-24059,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
68,-129,-24059,5,-24059,-24269,-24059,-24059,-24480,-24480,-23645,-23645,-24692,-25559,-24480,-24480,-23645,-24059,-24059,3,-24059,-28,-26452,-24269,-24059,-24906,-23645,-23645,-24059,-24480,-24269,-25779,-25779,-23237,-24480,-23645,-24480,-23851,-23851,-24269,-25559,-23851,-24059,-24059,-23645,-24059,-24059,-23645,-24059,-26452,-24906,-23440,-24059,-23645,-24059,-23645,-23851,-23851,-27139,-23645,-22244,-24059,-23645,-24480,-23440,-23645,-24059,-26908,-24059,-23645,-23851,-24480,-23645,-23645,-23645,-24480,-24906,-23036,-18136,-22244,-24059,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
69,-807,-24059,5,-23440,-24480,-24059,-24059,-24480,-24480,-23645,-23645,-23645,-25340,-25122,-23036,-23645,-24059,-24059,-1137,-24059,-137,-26002,-24692,-23237,-24692,-23645,-23645,-24059,-24480,-24059,-25340,-26226,-20189,-24269,-23645,-24480,-23645,-24269,-22637,-24269,-25340,-23645,-24059,-23645,-24059,-24059,-23645,-24059,-25779,-25340,-22835,-24059,-23645,-23851,-23645,-23645,-24059,-26908,-23645,-21857,-24059,-23645,-24480,-23237,-23645,-23440,-26679,-24059,-23237,-23851,-24480,-23645,-23645,-23645,-24269,-25340,-23036,-14569,-20732,-24059,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
70,-1458,-24059,6,-23645,-24059,-24059,-24059,-24480,-24269,-23645,-23645,-24480,-24059,-24059,-24480,-23645,-24059,-24059,-148,-24059,-8,-23645,-24059,-24480,-24692,-23645,-23645,-24059,-24059,-24059,-24059,-25340,-23645,-24480,-23645,-24480,-23237,-23645,-24059,-24269,-23851,-24059,-24059,-23645,-24059,-23851,-23645,-24059,-24906,-24692,-23645,-24269,-23645,-24059,-23645,-23645,-23645,-24269,-24059,-22835,-24059,-23645,-24480,-23237,-23645,-24059,-24269,-24269,-24059,-23645,-24480,-23645,-23645,-23645,-24059,-24059,-24269,-24269,-23440,-24059,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
71,-78,-24059,-230,-23851,-24692,-22244,-23851,-24480,-24480,-23645,-23645,-24269,-24906,-25122,-24692,-22835,-24059,-24059,4,-24059,-9,-24906,-24906,-23237,-23645,-23645,-23645,-24059,-24059,-24269,-24906,-26679,-20189,-22440,-23645,-24480,-23440,-23645,-23237,-24906,-26452,-24692,-23237,-23645,-24059,-23645,-23645,-24059,-26226,-26226,-21857,-23645,-23645,-23645,-23645,-23645,-23645,-26679,-24059,-17974,-23851,-23645,-24480,-23237,-23645,-24059,-26226,-24480,-22050,-23645,-24480,-23645,-23645,-23645,-24059,-24906,-23645,-13908,-12904,-23645,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
72,-1092,-24059,-3235,-24480,-24269,-24059,-24059,-24480,-24480,-23645,-23645,-24480,-25340,-25340,-23851,-23645,-24059,-24059,-7101,-24059,-172,-26226,-25559,-23645,-24480,-23645,-23645,-24059,-24480,-23237,-25779,-26679,-19833,-24059,-23645,-24480,-23440,-23645,-22440,-24906,-26226,-23645,-24059,-23645,-23851,-24059,-23645,-24059,-26002,-25779,-22440,-24059,-23645,-23645,-23645,-23645,-23645,-27139,-23645,-22050,-24059,-23645,-24480,-23237,-23645,-23440,-26908,-23645,-23645,-23645,-24480,-23645,-23645,-23645,-24480,-25340,-21857,-18632,-23036,-24059,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
73,-529,-24059,5,-24269,-24059,-24059,-24059,-24480,-24059,-23645,-23645,-24269,-25559,-24906,-24059,-23645,-24059,-24059,1,-24059,-293,-26452,-24906,-24059,-24269,-23645,-23645,-23645,-24269,-23851,-26002,-26226,-20368,-23645,-23645,-24480,-23237,-23645,-23036,-25122,-25779,-23645,-24059,-23645,-23851,-23645,-23645,-24480,-26226,-25779,-22637,-24059,-23645,-23645,-23645,-23645,-23851,-27372,-23645,-22050,-24059,-23645,-24480,-23237,-23645,-23645,-27139,-23851,-23440,-23645,-24480,-23645,-23645,-23645,-24059,-25340,-22637,-19657,-22050,-24059,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
